Company,EdiDocumentNumber,Status,TradingPartnerId,DEA,NameAlpha,AddressLine1,AddressLine2,AddressLine3,City,State,ZipCodePostal,Country,DateTransactionJulian,DateInvoiceJulian,Total_MFG_Pieces,Orig_Inv_Ttl_Prod_Value,MFG_Ttl_Prod_Value,Orig_Inv_Processing_Fee,Orig_Inv_Total_Due,MFG_Total_Returnable_Due,MFG_Acct_Nr,Return_By_DEA,NameAlphaABName,AddressLine4,AddressLine5,AddressLine6,City99,Return_By_State,Return_By_Zip,Return_Country,Reference1,ProgramId,UserId,DateUpdated,TimeLastUpdated,WorkStationId,OriginalEdiDocumentNumber,CompanyNatureIndicator,Brand_Generic,NemoReference15,BusinessUnitOrigin,ReturnFlag,FutureUseAmount,ReturnDocumentType,PreProcessCompletionFlag,active,created,lastUpdatedBy,Key,DamagedGoods,JDE_ID_SOURCE,JDE_ID_RETURN_BY,Prefix,MCK_DC,McK_Program_Cust,Return_Type,JDE_PARENT_ID,PHS_Flag,Gov_Dod_Flag,Flex_Bunit_Num,Error_Desc,Total_Credit
01100,5296434.0,Inprogress,2149807825,RW0243903,CARDINAL HEALTH,4 CARDINAL HEALTH CT.,,,GREENSBORO,NC,27407,USA,2017-04-22,2017-04-18T00:00:00,20.0,17.03,156.49,0.0,17.03,156.49,44246.0,BM9816159,"MINTZ COASTAL DRUG STORE, INC.",P. O. BOX 70,4802 MAIN STREET,,SHALLOTTE,NC,28459,BM9,R31H32806811,,,1899-12-31T00:00:00,1900-01-01T00:00:00,,,,,,,,,,,True,2025-06-08T04:44:56.637,2028,3908,,44246.0,,,,,INDIRECT,45705.0,,,,,15.327000000000002
01100,5296433.0,Inprogress,2149807825,RW0231908,CARDINAL HEALTH,2353 PROSPECT DR,,,AURORA,IL,60502,USA,2017-04-22,2017-04-18T00:00:00,1700.0,33169.22,5098.85,0.0,33169.22,3728.13,44241.0,RW0231908,CARDINAL HEALTH,2353 PROSPECT DR,,,AURORA,IL,60502,RW0,QCR01-135126-102153,,,1899-12-31T00:00:00,1900-01-01T00:00:00,,,,,,,,,,,True,2025-06-08T04:44:56.637,2028,3907,,44241.0,44241.0,,,,DIRECT,45705.0,,,,,29852.298000000003
01100,5296431.0,Inprogress,2149807825,RM0328408,MCKESSON CORPORATION,3301 POLLOK DR,,,CONROE,TX,77303,USA,2017-04-22,2017-04-18T00:00:00,450.0,15976.63,1498.83,0.0,15976.63,1434.47,112117.0,RM0328408,MCKESSON CORPORATION,3301 POLLOK DR,,,CONROE,TX,77303,RM0,PMG02-137153-102153,,,1899-12-31T00:00:00,1900-01-01T00:00:00,,,,,,,,,,,True,2025-06-08T04:44:56.637,2028,3905,,112117.0,112117.0,,,,DIRECT,45712.0,,,,,14378.966999999999
01100,5296430.0,Inprogress,2149807825,PR0003032,ROCHESTER DRUG CO-OPERATIVE INC,50 JETVIEW DRIVE,,,ROCHESTER,NY,14624,USA,2017-04-22,2017-04-18T00:00:00,10.0,114.0,41.1,0.0,114.0,0.0,45644.0,BB1647378,BUFFALO CLINICAL SERVICES,1769 ORCHARD PARK ROAD,,,WEST SENECA,NY,14224,BB1,PLR01135414102153,,,1899-12-31T00:00:00,1900-01-01T00:00:00,,,,,,,,,,,True,2025-06-08T04:44:56.637,2028,3904,,45644.0,,,,,INDIRECT,45644.0,,,,,102.6
01100,5296429.0,Inprogress,2149807825,RM0328408,MCKESSON CORPORATION,3301 POLLOK DR,,,CONROE,TX,77303,USA,2017-04-22,2017-04-17T00:00:00,40.0,461.41,258.65,0.0,461.41,258.65,112117.0,PM0000771,MCKESSON CORPORATION,1515 KENDRICK LANE,,,LAKELAND,FL,33805,PM0,PLKR5053529 - 1267,,,1899-12-31T00:00:00,1900-01-01T00:00:00,,,,,,,,,,,True,2025-06-08T04:44:56.637,2028,3903,,112117.0,54659.0,,,,INDIRECT,45712.0,,,,,415.269
01100,5296428.0,Inprogress,2149807825,RM0328408,MCKESSON CORPORATION,3301 POLLOK DR,,,CONROE,TX,77303,USA,2017-04-22,2017-04-17T00:00:00,50.0,255.6,289.65,0.0,255.6,289.65,112117.0,PM0000771,MCKESSON CORPORATION,1515 KENDRICK LANE,,,LAKELAND,FL,33805,PM0,PLKR5053429 - 1267,,,1899-12-31T00:00:00,1900-01-01T00:00:00,,,,,,,,,,,True,2025-06-08T04:44:56.637,2028,3902,,112117.0,54659.0,,,,INDIRECT,45712.0,,,,,230.04
01100,5296427.0,Inprogress,2149807825,RM0328408,MCKESSON CORPORATION,3301 POLLOK DR,,,CONROE,TX,77303,USA,2017-04-22,2017-04-18T00:00:00,10.0,142.65,128.39,0.0,142.65,128.39,112117.0,FS4949345,SUJU ENTERPRISE INC,HANA PHARMACY,4195 PLEASANT HILL RD. SUITE D,,DULUTH,GA,30096,FS4,PLKR50530981267,,,1899-12-31T00:00:00,1900-01-01T00:00:00,,,,,,,,,,,True,2025-06-08T04:44:56.637,2028,3901,,112117.0,,,,,INDIRECT,45712.0,,,,,128.385
01100,5296426.0,Inprogress,2149807825,RH0471021,"H. D. SMITH, LLC",4650 INDUSTRIAL DRIVE,,,SPRINGFIELD,IL,62703,USA,2017-04-22,2017-04-17T00:00:00,110.0,252.26,211.63,0.0,252.26,211.63,110875.0,RH0471021,"H. D. SMITH, LLC",4650 INDUSTRIAL DRIVE,,,SPRINGFIELD,IL,62703,RH0,PLK8053486 - 1267,,,1899-12-31T00:00:00,1900-01-01T00:00:00,,,,,,,,,,,True,2025-06-08T04:44:56.637,2028,3900,,110875.0,110875.0,,,,DIRECT,41768.0,,,,,227.034
01100,5296425.0,Inprogress,2149807825,RH0471021,"H. D. SMITH, LLC",4650 INDUSTRIAL DRIVE,,,SPRINGFIELD,IL,62703,USA,2017-04-22,2017-04-17T00:00:00,20.0,10.42,3.7,0.0,10.42,3.7,110875.0,RH0471021,"H. D. SMITH, LLC",4650 INDUSTRIAL DRIVE,,,SPRINGFIELD,IL,62703,RH0,PLK8053380 - 1267,,,1899-12-31T00:00:00,1900-01-01T00:00:00,,,,,,,,,,,True,2025-06-08T04:44:56.637,2028,3899,,110875.0,110875.0,,,,DIRECT,41768.0,,,,,9.378
01100,5296424.0,Inprogress,2149807825,RW0231908,CARDINAL HEALTH,2353 PROSPECT DR,,,AURORA,IL,60502,USA,2017-04-22,2017-04-17T00:00:00,30.0,2671.53,2453.13,0.0,2671.53,2453.13,44241.0,RW0231908,CARDINAL HEALTH,2353 PROSPECT DR,,,AURORA,IL,60502,RW0,PLK4053527 - 1267,,,1899-12-31T00:00:00,1900-01-01T00:00:00,,,,,,,,,,,True,2025-06-08T04:44:56.637,2028,3898,,44241.0,44241.0,PLK,,,INDIRECT,45705.0,,,,,2404.3770000000004
01100,5296423.0,Inprogress,2149807825,RW0231908,CARDINAL HEALTH,2353 PROSPECT DR,,,AURORA,IL,60502,USA,2017-04-22,2017-04-17T00:00:00,70.0,238.19,72.72,0.0,238.19,72.72,44241.0,RW0231908,CARDINAL HEALTH,2353 PROSPECT DR,,,AURORA,IL,60502,RW0,PLK4053433 - 1267,,,1899-12-31T00:00:00,1900-01-01T00:00:00,,,,,,,,,,,True,2025-06-08T04:44:56.637,2028,3897,,44241.0,44241.0,PLK,,,INDIRECT,45705.0,,,,,214.37099999999998
01100,5296422.0,Inprogress,2149807825,RW0231908,CARDINAL HEALTH,2353 PROSPECT DR,,,AURORA,IL,60502,USA,2017-04-22,2017-04-17T00:00:00,20.0,72.32,18.88,0.0,72.32,18.88,44241.0,RW0231908,CARDINAL HEALTH,2353 PROSPECT DR,,,AURORA,IL,60502,RW0,PLK4053421 - 1267,,,1899-12-31T00:00:00,1900-01-01T00:00:00,,,,,,,,,,,True,2025-06-08T04:44:56.637,2028,3896,,44241.0,44241.0,PLK,,,INDIRECT,45705.0,,,,,65.088
01100,5296421.0,Inprogress,2149807825,RW0231908,CARDINAL HEALTH,2353 PROSPECT DR,,,AURORA,IL,60502,USA,2017-04-22,2017-04-17T00:00:00,10.0,12.18,3.16,0.0,12.18,0.0,44241.0,RW0231908,CARDINAL HEALTH,2353 PROSPECT DR,,,AURORA,IL,60502,RW0,PLK4053396 - 1267,,,1899-12-31T00:00:00,1900-01-01T00:00:00,,,,,,,,,,,True,2025-06-08T04:44:56.637,2028,3895,,44241.0,44241.0,PLK,,,INDIRECT,45705.0,,,,,10.962
01100,5296420.0,Inprogress,2149807825,RW0231908,CARDINAL HEALTH,2353 PROSPECT DR,,,AURORA,IL,60502,USA,2017-04-22,2017-04-17T00:00:00,40.0,975.03,296.35,0.0,975.03,296.35,44241.0,RW0231908,CARDINAL HEALTH,2353 PROSPECT DR,,,AURORA,IL,60502,RW0,PLK4053343 - 1267,,,1899-12-31T00:00:00,1900-01-01T00:00:00,,,,,,,,,,,True,2025-06-08T04:44:56.637,2028,3894,,44241.0,44241.0,PLK,,,INDIRECT,45705.0,,,,,877.5269999999999
01100,5296419.0,Inprogress,2149807825,RW0231908,CARDINAL HEALTH,2353 PROSPECT DR,,,AURORA,IL,60502,USA,2017-04-22,2017-04-18T00:00:00,30.0,92.58,24.48,0.0,92.58,24.48,44241.0,BA7305180,AMAR PHARMACY INC,4817 W 83 STREET,,,BURBANK,IL,60459,BA7,PLK40530881267,,,1899-12-31T00:00:00,1900-01-01T00:00:00,,,,,,,,,,,True,2025-06-08T04:44:56.637,2028,3893,,44241.0,,PLK,,,INDIRECT,45705.0,,,,,83.322
01100,5296418.0,Inprogress,2149807825,RW0231908,CARDINAL HEALTH,2353 PROSPECT DR,,,AURORA,IL,60502,USA,2017-04-22,2017-04-18T00:00:00,20.0,127.42,24.22,0.0,127.42,24.22,44241.0,FF5078969,FOREST HILL PHARMACY LLC,2939 FOREST HILL BLVD,,,WEST PALM BEACH,FL,33406,FF5,PLK40530261267,,,1899-12-31T00:00:00,1900-01-01T00:00:00,,,,,,,,,,,True,2025-06-08T04:44:56.637,2028,3892,,44241.0,,PLK,,,INDIRECT,45705.0,,,,,114.678
01100,5296417.0,Inprogress,2149807825,RE0161733,AMERISOURCEBERGEN DRUG CORP,6810 SHADY OAK RD,,,EDEN PRAIRIE,MN,55344,USA,2017-04-22,2017-04-17T00:00:00,10.0,195.56,195.56,0.0,195.56,195.56,607609.0,AS7417428,SCALLAN'S PHARMACY,115 HIGHWAY 1181,PO BOX 98,,PLAUCHEVILLE,LA,71362,AS7,PLK1053453 - 1267,,,1899-12-31T00:00:00,1900-01-01T00:00:00,,,,,,,,,,,True,2025-06-08T04:44:56.637,2028,3891,,45621.0,,PLK1,,,INDIRECT,45702.0,,,,,176.004
01100,5296416.0,Inprogress,2149807825,RE0161733,AMERISOURCEBERGEN DRUG CORP,6810 SHADY OAK RD,,,EDEN PRAIRIE,MN,55344,USA,2017-04-22,2017-04-18T00:00:00,10.0,63.71,31.61,0.0,63.71,31.61,607609.0,BT8353168,TLC MEDICAL CENTER,190 CREPE MYRTLE DRIVE,P.O. BOX 6296,,AIKEN,SC,29804,BT8,PLK10531891267,,,1899-12-31T00:00:00,1900-01-01T00:00:00,,,,,,,,,,,True,2025-06-08T04:44:56.637,2028,3890,,45621.0,,PLK1,,,INDIRECT,45702.0,,,,,57.339
01100,5296415.0,Inprogress,2149807825,RD0244842,DAKOTA DRUG,4121 12TH AVENUE NW,,,FARGO,ND,58102,USA,2017-04-22,2017-04-18T00:00:00,10.0,190.2,114.12,0.0,190.2,114.12,41802.0,RD0244842,NORTH DAKOTA STATE HOSPITAL P,2605 CIRCLE DRIVE,,,JAMESTOWN,ND,58401,RD0,PLH01136967102153,P56180M,MKINDER,2017-04-28T00:00:00,2286-09-30T00:00:00,ISKY-PRODW,,,,,,,,,,True,2025-06-08T04:44:56.637,2028,3889,,41802.0,41802.0,,,,DIRECT,45775.0,,,,,171.17999999999998
01100,5296414.0,Inprogress,2149807825,RA0289276,AMERISOURCEBERGEN DRUG CORP,12727 WEST AIRPORT BLVD,,,SUGAR LAND,TX,77478,USA,2017-04-22,2017-04-17T00:00:00,10.0,48.03,11.2,0.0,48.03,11.2,45630.0,BN0235590,USN- NAVAL HOSPITAL,PHARMACY DEPARTMENT,10651 E STREET,,CORPUS CHRISTI,TX,78419,BN0,PLG07140603102153-C,,,1899-12-31T00:00:00,1900-01-01T00:00:00,,,,,,,,,,,True,2025-06-08T04:44:56.637,2028,3888,,45630.0,,PLG,,,3RD PARTY,45702.0,,,,,43.227000000000004
01100,5296413.0,Inprogress,2149807825,RA0464406,AMERISOURCEBERGEN DRUG CORPORATION,10910 LEE VISTA BOULEVARD SUIT,,,ORLANDO,FL,32829,USA,2017-04-22,2017-04-18T00:00:00,10.0,638.07,478.55,0.0,638.07,478.55,45623.0,FP5942001,PHARM-AID LLC,12117 PEMBROKE RD,,,PEMBROKE PINES,FL,33025,FP5,PHA032217AGF006,,,1899-12-31T00:00:00,1900-01-01T00:00:00,,,,,,,,,,,True,2025-06-08T04:44:56.637,2028,3887,,2444861.0,,,,,INDIRECT,45702.0,,,,,574.263
01100,5296412.0,Inprogress,2149807825,RM0314790,MORRIS & DICKSON CO,10301 HIGHWAY 1 SOUTH,,,SHREVEPORT,LA,71115,USA,2017-04-22,2017-04-18T00:00:00,130.0,1550.55,188.71,0.0,1550.55,0.0,116839.0,RM0314790,MORRIS & DICKSON CO,10301 HIGHWAY 1 SOUTH,,,SHREVEPORT,LA,71115,RM0,PDH08137283102153,,,1899-12-31T00:00:00,1900-01-01T00:00:00,,,,,,,,,,,True,2025-06-08T04:44:56.637,2028,3886,,116839.0,116839.0,,,,DIRECT,44401.0,,,,,1395.495
01100,5296411.0,Inprogress,2149807825,RA0336924,AMERISOURCEBERGEN DRUG CORP.,PO BOX 247,,,THOROFARE,NJ,08086,USA,2017-04-22,2017-04-21T00:00:00,1900.0,3948.81,10289.15,0.0,3948.81,0.0,116290.0,RP0331924,PUBLIX SUPERMARKETS,PO BOX 407,,,LAKELAND,FL,33802-0407,RP0,PBXN041705325,,,1899-12-31T00:00:00,1900-01-01T00:00:00,,,,,,,,,,,True,2025-06-08T04:44:56.637,2028,3885,,116290.0,112328.0,PBX,,,INDIRECT,45702.0,,,,,3553.929
01100,5296410.0,Inprogress,2149807825,RA0336924,AMERISOURCEBERGEN DRUG CORP.,PO BOX 247,,,THOROFARE,NJ,08086,USA,2017-04-22,2017-04-21T00:00:00,880.0,4013.98,9363.28,0.0,4013.98,9363.28,116290.0,RP0331924,PUBLIX SUPERMARKETS,PO BOX 407,,,LAKELAND,FL,33802-0407,RP0,PBX041705676,,,1899-12-31T00:00:00,1900-01-01T00:00:00,,,,,,,,,,,True,2025-06-08T04:44:56.637,2028,3884,,116290.0,112328.0,PBX,,,INDIRECT,45702.0,,,,,3612.582
01100,5296409.0,Inprogress,2149807825,RW0231908,CARDINAL HEALTH,2353 PROSPECT DR,,,AURORA,IL,60502,USA,2017-04-22,2017-04-21T00:00:00,870.0,12502.02,2658.57,0.0,12502.02,1348.52,44241.0,RW0231908,CARDINAL HEALTH,2353 PROSPECT DR,,,AURORA,IL,60502,RW0,PBH05-134640-102153,,,1899-12-31T00:00:00,1900-01-01T00:00:00,,,,,,,,,,,True,2025-06-08T04:44:56.637,2028,3883,,44241.0,44241.0,,,,DIRECT,45705.0,,,,,11251.818
01100,5296408.0,Inprogress,2149807825,RA0363301,AMERISOURCEBERGEN DRUG CORP,120 TRANS AIR DRIVE,,,MORRISVILLE,NC,27560,USA,2017-04-22,2017-04-18T00:00:00,210.0,7791.33,370.08,0.0,7791.33,187.5,222869.0,RA0363301,AMERISOURCEBERGEN DRUG CORP,120 TRANS AIR DRIVE,,,MORRISVILLE,NC,27560,RA0,PAG07139804102153,,,1899-12-31T00:00:00,1900-01-01T00:00:00,,,,,,,,,,,True,2025-06-08T04:44:56.637,2028,3882,,222869.0,222869.0,,,,DIRECT,45702.0,,,,,7012.197
01100,5296406.0,Inprogress,2149807825,RH0475182,"H. D. SMITH, LLC",670 BELLEVILLE TURNPIKE,,,KEARNY,NJ,07032,USA,2017-04-22,2017-04-21T00:00:00,10.0,9.96,25.49,0.0,9.96,25.49,123262.0,FM3986380,MCGINLEY PHARMACY,683 MONTGOMERY STREET,,,JERSEY CITY,NJ,07306,FM3,OMG031717AS,,,1899-12-31T00:00:00,1900-01-01T00:00:00,,,,,,,,,,,True,2025-06-08T04:44:56.637,2028,3880,,123262.0,,,,,INDIRECT,41768.0,,,,,8.964
01100,5296405.0,Inprogress,2149807825,RB0363630,AMERISOURCEBERGEN DRUG CORP,5500 NEW HORIZONS BLVD,,,NORTH AMITYVILLE,NY,11701,USA,2017-04-22,2017-04-21T00:00:00,290.0,14.7,735.57,0.0,14.7,735.57,41782.0,RM0303482,MATRIX,110 TICES LANE,"BUILDING A, UNIT 5B",,EAST BRUNSWICK,NJ,08816,RM0,OMG031517SQ,,,1899-12-31T00:00:00,1900-01-01T00:00:00,,,,,,,,,,,True,2025-06-08T04:44:56.637,2028,3879,,41782.0,115511.0,OMG,,,INDIRECT,45702.0,,,,,13.229999999999999
01100,5296403.0,Inprogress,2149807825,RH0475182,"H. D. SMITH, LLC",670 BELLEVILLE TURNPIKE,,,KEARNY,NJ,07032,USA,2017-04-22,2017-04-21T00:00:00,10.0,161.83,18.62,0.0,161.83,18.62,123262.0,BA4857299,AMI PHARMACY,4180 BROADWAY,,,NEW YORK,NY,10033,BA4,OMG030217RD,,,1899-12-31T00:00:00,1900-01-01T00:00:00,,,,,,,,,,,True,2025-06-08T04:44:56.637,2028,3877,,123262.0,,,,,INDIRECT,41768.0,,,,,145.64700000000002
01100,5296402.0,Inprogress,2149807825,RK0416900,KINRAY LLC,152-35 10TH AVENUE,,,WHITESTONE,NY,11357,USA,2017-04-22,2017-04-21T00:00:00,20.0,21.77,17.67,0.0,21.77,17.67,41774.0,BV7260312,VOLFI INC,371 NEPTUNE AVENUE,,,BROOKLYN,NY,11235,BV7,OMG030117RD,,,1899-12-31T00:00:00,1900-01-01T00:00:00,,,,,,,,,,,True,2025-06-08T04:44:56.637,2028,3876,,41774.0,,OMG,,,INDIRECT,45705.0,,,,,19.593
01100,5296401.0,Inprogress,2149807825,RA0336924,AMERISOURCEBERGEN DRUG CORP.,5100 JAINDL BLVD.,,,BETHLEHEM,PA,18017,USA,2017-04-22,2017-04-21T00:00:00,20.0,31.55,37.11,0.0,31.55,37.11,116290.0,AS1275785,STAR TREK PHARMACY INC,D/B/A STAR DRUG STORE,57 E. KINGSBRIDGE ROAD,,BRONX,NY,10468,AS1,OMG022417RD,,,1899-12-31T00:00:00,1900-01-01T00:00:00,,,,,,,,,,,True,2025-06-08T04:44:56.637,2028,3875,,116290.0,,OMG,,,INDIRECT,45702.0,,,,,28.395
01100,5296400.0,Inprogress,2149807825,RK0416900,KINRAY LLC,152-35 10TH AVENUE,,,WHITESTONE,NY,11357,USA,2017-04-22,2017-04-21T00:00:00,10.0,317.88,359.37,0.0,317.88,359.37,41774.0,BN7081122,NY FIRST AVE CORPORATION,206 FIRST AVE,,,NEW YORK,NY,10009,BN7,OMG022317RD,,,1899-12-31T00:00:00,1900-01-01T00:00:00,,,,,,,,,,,True,2025-06-08T04:44:56.637,2028,3874,,41774.0,,OMG,,,INDIRECT,45705.0,,,,,286.092
01100,5296399.0,Inprogress,2149807825,RM0173055,MCKESSON CORPORATION,DBA MCKESSON DRUG CO,400 DELRAN PARKWAY,,DELRAN,NJ,08075,USA,2017-04-22,2017-04-21T00:00:00,10.0,66.33,120.91,0.0,66.33,120.91,45652.0,BC9920061,COLONIA NATURAL PHARMACY,515 INMAN AVENUE,,,COLONIA,NJ,07067,BC9,OMG022317AS,,,1899-12-31T00:00:00,1900-01-01T00:00:00,,,,,,,,,,,True,2025-06-08T04:44:56.637,2028,3873,,45652.0,,,,,INDIRECT,45712.0,,,,,59.696999999999996
01100,5296398.0,Inprogress,2149807825,RK0416900,KINRAY LLC,152-35 10TH AVENUE,,,WHITESTONE,NY,11357,USA,2017-04-22,2017-04-21T00:00:00,20.0,185.75,187.17,0.0,185.75,187.17,41774.0,BV0851089,VERNON BLVD PHARMACY INC,4815 VERNON BLVD,,,LONG ISLAND CITY,NY,11101,BV0,OMG022117RD,,,1899-12-31T00:00:00,1900-01-01T00:00:00,,,,,,,,,,,True,2025-06-08T04:44:56.637,2028,3872,,41774.0,,OMG,,,INDIRECT,45705.0,,,,,167.175
01100,5296397.0,Inprogress,2149807825,RA0336924,AMERISOURCEBERGEN DRUG CORP.,5100 JAINDL BLVD.,,,BETHLEHEM,PA,18017,USA,2017-04-22,2017-04-21T00:00:00,20.0,14.5,18.69,0.0,14.5,18.69,116290.0,FA0816770,ASF PHARMACY INC,D/B/A PUNJAB PHARMACY,1018 CONEY ISLAND AVENUE,,BROOKLYN,NY,11230,FA0,OMG022017WS,,,1899-12-31T00:00:00,1900-01-01T00:00:00,,,,,,,,,,,True,2025-06-08T04:44:56.637,2028,3871,,116290.0,,OMG,,,INDIRECT,45702.0,,,,,13.05
